Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Demo Hospital/input_Search_form-control input-sm""))",Firefox 120.0,,,14-12-2023 23:49:30,14-12-2023 23:50:02,31.872s,FAILED
,,,,,,,
Test Cases/Common Test/Login - Invalid -Pass - Blank,Firefox 120.0,,,14-12-2023 23:50:02,14-12-2023 23:50:47,44.925s,FAILED
"openBrowser("""")",Firefox 120.0,,,14-12-2023 23:50:03,14-12-2023 23:50:11,8.118s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Firefox 120.0,,,14-12-2023 23:50:11,14-12-2023 23:50:14,3.390s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_email""), ID)",Firefox 120.0,,,14-12-2023 23:50:14,14-12-2023 23:50:15,0.731s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_password""), """")",Firefox 120.0,,,14-12-2023 23:50:15,14-12-2023 23:50:15,0.646s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Hospital/input_Search_form-control input-sm""))",Firefox 120.0,,,14-12-2023 23:50:15,14-12-2023 23:50:47,31.856s,FAILED
,,,,,,,
Test Cases/Common Test/Login - Invalid -IdPass- Blank,Firefox 120.0,,,14-12-2023 23:50:47,14-12-2023 23:51:33,45.530s,FAILED
"openBrowser("""")",Firefox 120.0,,,14-12-2023 23:50:48,14-12-2023 23:50:56,8.439s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Firefox 120.0,,,14-12-2023 23:50:56,14-12-2023 23:51:00,3.811s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_email""), """")",Firefox 120.0,,,14-12-2023 23:51:00,14-12-2023 23:51:00,0.680s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_password""), """")",Firefox 120.0,,,14-12-2023 23:51:00,14-12-2023 23:51:01,0.616s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Hospital/input_Search_form-control input-sm""))",Firefox 120.0,,,14-12-2023 23:51:01,14-12-2023 23:51:33,31.759s,FAILED
,,,,,,,
Test Cases/Patient Management/Add_Patient,Firefox 120.0,,,14-12-2023 23:51:33,14-12-2023 23:52:17,44.248s,FAILED
"openBrowser("""")",Firefox 120.0,,,14-12-2023 23:51:33,14-12-2023 23:51:41,8.258s,PASSED
"navigateToUrl(""https://hospitalb.com/login"")",Firefox 120.0,,,14-12-2023 23:51:41,14-12-2023 23:51:45,4.020s,PASSED
"setText(findTestObject(""Object Repository/Page_Demo Hospital/input_Search_form-control input-sm""), ""admin@gmail.com"")",Firefox 120.0,,,14-12-2023 23:51:45,14-12-2023 23:52:17,31.830s,FAILED
